xdatetime,100_target_revenue,101_choolha,102_monthly_sales_total,103_accounts_receivable,104_expected_maintenance,105_cost_electricity,106_target_production,107_daily_shipment_kg,108_avg_daily_yield,109_special_grade_ratio,110_defect_rate,111_contract_id,112_vendor_id,113_contract_crop_code,114_contract_req_grade,115_contract_due_date,116_contract_volume_ton,117_fulfilled_volume_ton,118_fulfillment_rate,119_projected_yield_ton,120_delay_risk_status,121_shipment_id,122_allocated_volume_kg,123_market_price_kg,124_inventory_code,125_inbound_material,126_lot_number,127_inbound_unit_price,128_produce_in_stock_ton,129_stock_box,130_stock_nutrient_L,131_storage_location_id,132_outbound_reason,133_adj_qty,134_worker_id
2026-03-13 00:10:00,6000000,0,45000000,12000000,500000,150755,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1997.7,창고-A동,-,0,admin_tae
2026-03-13 00:11:00,6000000,0,45000000,12000000,500000,150849,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1997.5,창고-A동,-,0,admin_tae
2026-03-13 00:12:00,6000000,0,45000000,12000000,500000,150921,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1997.3,창고-A동,-,0,admin_tae
2026-03-13 00:13:00,6000000,0,45000000,12000000,500000,151015,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1997.2,창고-A동,-,0,admin_tae
2026-03-13 00:14:00,6000000,0,45000000,12000000,500000,151114,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1996.9,창고-A동,-,0,admin_tae
2026-03-13 00:15:00,6000000,0,45000000,12000000,500000,151174,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1996.6,창고-A동,-,0,admin_tae
2026-03-13 00:16:00,6000000,0,45000000,12000000,500000,151253,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1996.5,창고-A동,-,0,admin_tae
2026-03-13 00:17:00,6000000,0,45000000,12000000,500000,151337,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1996.2,창고-A동,-,0,admin_tae
2026-03-13 00:18:00,6000000,0,45000000,12000000,500000,151436,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1996.1,창고-A동,-,0,admin_tae
2026-03-13 00:19:00,6000000,0,45000000,12000000,500000,151526,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1995.8,창고-A동,-,0,admin_tae
2026-03-13 00:20:00,6000000,0,45000000,12000000,500000,151617,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1995.5,창고-A동,-,0,admin_tae
2026-03-13 00:21:00,6000000,0,45000000,12000000,500000,151709,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1995.3,창고-A동,-,0,admin_tae
2026-03-13 00:22:00,6000000,0,45000000,12000000,500000,151799,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1995.1,창고-A동,-,0,admin_tae
2026-03-13 00:23:00,6000000,0,45000000,12000000,500000,151873,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1995.0,창고-A동,-,0,admin_tae
2026-03-13 00:24:00,6000000,0,45000000,12000000,500000,151966,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1994.9,창고-A동,-,0,admin_tae
2026-03-13 00:25:00,6000000,0,45000000,12000000,500000,152061,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1994.6,창고-A동,-,0,admin_tae
2026-03-13 00:26:00,6000000,0,45000000,12000000,500000,152145,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1994.4,창고-A동,-,0,admin_tae
2026-03-13 00:27:00,6000000,0,45000000,12000000,500000,152211,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1994.3,창고-A동,-,0,admin_tae
2026-03-13 00:28:00,6000000,0,45000000,12000000,500000,152310,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1994.1,창고-A동,-,0,admin_tae
2026-03-13 00:29:00,6000000,0,45000000,12000000,500000,152369,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.9,창고-A동,-,0,admin_tae
2026-03-13 00:30:00,6000000,0,45000000,12000000,500000,152428,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.7,창고-A동,-,0,admin_tae
2026-03-13 00:31:00,6000000,0,45000000,12000000,500000,152500,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.5,창고-A동,-,0,admin_tae
2026-03-13 00:32:00,6000000,0,45000000,12000000,500000,152565,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.4,창고-A동,-,0,admin_tae
2026-03-13 00:33:00,6000000,0,45000000,12000000,500000,152637,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.2,창고-A동,-,0,admin_tae
2026-03-13 00:34:00,6000000,0,45000000,12000000,500000,152688,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.1,창고-A동,-,0,admin_tae
2026-03-13 00:35:00,6000000,0,45000000,12000000,500000,152753,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1993.0,창고-A동,-,0,admin_tae
2026-03-13 00:36:00,6000000,0,45000000,12000000,500000,152832,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1992.8,창고-A동,-,0,admin_tae
2026-03-13 00:37:00,6000000,0,45000000,12000000,500000,152885,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1992.6,창고-A동,-,0,admin_tae
2026-03-13 00:38:00,6000000,0,45000000,12000000,500000,152942,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1992.4,창고-A동,-,0,admin_tae
2026-03-13 00:39:00,6000000,0,45000000,12000000,500000,152995,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1992.2,창고-A동,-,0,admin_tae
2026-03-13 00:40:00,6000000,0,45000000,12000000,500000,153076,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1992.1,창고-A동,-,0,admin_tae
2026-03-13 00:41:00,6000000,0,45000000,12000000,500000,153127,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1991.9,창고-A동,-,0,admin_tae
2026-03-13 00:42:00,6000000,0,45000000,12000000,500000,153206,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1991.7,창고-A동,-,0,admin_tae
2026-03-13 00:43:00,6000000,0,45000000,12000000,500000,153279,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1991.5,창고-A동,-,0,admin_tae
2026-03-13 00:44:00,6000000,0,45000000,12000000,500000,153375,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1991.2,창고-A동,-,0,admin_tae
2026-03-13 00:45:00,6000000,0,45000000,12000000,500000,153473,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1991.0,창고-A동,-,0,admin_tae
2026-03-13 00:46:00,6000000,0,45000000,12000000,500000,153570,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1990.8,창고-A동,-,0,admin_tae
2026-03-13 00:47:00,6000000,0,45000000,12000000,500000,153648,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1990.5,창고-A동,-,0,admin_tae
2026-03-13 00:48:00,6000000,0,45000000,12000000,500000,153727,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1990.3,창고-A동,-,0,admin_tae
2026-03-13 00:49:00,6000000,0,45000000,12000000,500000,153778,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1990.2,창고-A동,-,0,admin_tae
2026-03-13 00:50:00,6000000,0,45000000,12000000,500000,153833,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1990.1,창고-A동,-,0,admin_tae
2026-03-13 00:51:00,6000000,0,45000000,12000000,500000,153929,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1989.8,창고-A동,-,0,admin_tae
2026-03-13 00:52:00,6000000,0,45000000,12000000,500000,153985,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1989.7,창고-A동,-,0,admin_tae
2026-03-13 00:53:00,6000000,0,45000000,12000000,500000,154043,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1989.4,창고-A동,-,0,admin_tae
2026-03-13 00:54:00,6000000,0,45000000,12000000,500000,154102,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1989.3,창고-A동,-,0,admin_tae
2026-03-13 00:55:00,6000000,0,45000000,12000000,500000,154167,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1989.1,창고-A동,-,0,admin_tae
2026-03-13 00:56:00,6000000,0,45000000,12000000,500000,154263,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1988.8,창고-A동,-,0,admin_tae
2026-03-13 00:57:00,6000000,0,45000000,12000000,500000,154315,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1988.6,창고-A동,-,0,admin_tae
2026-03-13 00:58:00,6000000,0,45000000,12000000,500000,154413,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1988.4,창고-A동,-,0,admin_tae
2026-03-13 00:59:00,6000000,0,45000000,12000000,500000,154512,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1988.3,창고-A동,-,0,admin_tae
2026-03-13 01:00:00,6000000,0,45000000,12000000,500000,154600,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1988.1,창고-A동,-,0,admin_tae
2026-03-13 01:01:00,6000000,0,45000000,12000000,500000,154662,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1987.8,창고-A동,-,0,admin_tae
2026-03-13 01:02:00,6000000,0,45000000,12000000,500000,154750,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1987.7,창고-A동,-,0,admin_tae
2026-03-13 01:03:00,6000000,0,45000000,12000000,500000,154842,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1987.6,창고-A동,-,0,admin_tae
2026-03-13 01:04:00,6000000,0,45000000,12000000,500000,154894,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1987.3,창고-A동,-,0,admin_tae
2026-03-13 01:05:00,6000000,0,45000000,12000000,500000,154976,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1987.1,창고-A동,-,0,admin_tae
2026-03-13 01:06:00,6000000,0,45000000,12000000,500000,155060,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1986.9,창고-A동,-,0,admin_tae
2026-03-13 01:07:00,6000000,0,45000000,12000000,500000,155113,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1986.6,창고-A동,-,0,admin_tae
2026-03-13 01:08:00,6000000,0,45000000,12000000,500000,155183,1500.0,0.0,1000.0,15.0,7.5,ORD-202603-013,가락시장_A청과,완숙토마토,일반,2026-03-31,40.0,12.0,30.0,29.5,주의(소과 비중 높음),260313-001,0.0,3500,MAT-BOX-01,토마토 5kg 포장박스,LOT-20260301,800,0.0,5000,1986.5,창고-A동,-,0,admin_tae
